zip,zip,population,gay tax rate,overall tax paid,income
98021,98021,30080.0,7130,272.0,1
98023,98023,47680.0,8970,597.0,1
98026,98026,35040.0,7810,493.0,1
98027,98027,26770.0,6380,314.0,1
98028,98028,21650.0,4960,305.0,1
98029,98029,27630.0,6550,183.0,1
98030,98030,34860.0,5760,654.0,1
98031,98031,39990.0,7340,693.0,1
98032,98032,34390.0,5020,494.0,1
98033,98033,36400.0,8490,519.0,1
98034,98034,46730.0,10100,608.0,1
98036,98036,36840.0,7470,487.0,1
98037,98037,26120.0,5060,424.0,1
98038,98038,33730.0,7870,228.0,1
98039,98039,3230.0,820,47.0,1
98040,98040,24650.0,6040,359.0,1
98042,98042,44650.0,9950,477.0,1
98043,98043,19610.0,3590,359.0,1
98052,98052,65300.0,15490,637.0,1
98053,98053,21400.0,5720,143.0,1
98055,98055,21210.0,3840,260.0,1
98056,98056,33790.0,6540,478.0,1
98057,98057,12060.0,1690,230.0,1
98058,98058,40510.0,8490,524.0,1
98059,98059,37820.0,8520,434.0,1
98070,98070,9690.0,2430,263.0,1
98072,98072,24390.0,5880,259.0,1
98074,98074,28270.0,7270,162.0,1
98075,98075,24600.0,6190,178.0,1
98077,98077,13210.0,3450,161.0,1
98087,98087,33900.0,6140,455.0,1
98101,98101,10910.0,1780,201.0,1
98102,98102,20890.0,2910,445.0,1
98103,98103,44790.0,8250,1016.0,1
98104,98104,8990.0,1250,227.0,1
98105,98105,25160.0,4700,615.0,1
98106,98106,23030.0,3680,467.0,1
98107,98107,23040.0,4120,522.0,1
98108,98108,22870.0,3760,479.0,1
98109,98109,22970.0,3930,376.0,1
98110,98110,23250.0,5980,420.0,1
98112,98112,20200.0,4220,428.0,1
98115,98115,46850.0,10200,708.0,1
98116,98116,24180.0,5170,442.0,1
98117,98117,32510.0,7440,477.0,1
98118,98118,43740.0,7280,935.0,1
98119,98119,19370.0,3600,357.0,1
98121,98121,13000.0,2100,188.0,1
98122,98122,29100.0,3940,734.0,1
98125,98125,35640.0,6770,719.0,1
98126,98126,19810.0,3820,191.0,1
98133,98133,41880.0,7620,835.0,1
98134,98134,650.0,0,31.0,1
98136,98136,14980.0,3360,239.0,1
98144,98144,26310.0,4260,596.0,1
98146,98146,26750.0,4660,358.0,1
98148,98148,10420.0,1530,194.0,1
98155,98155,32470.0,6930,539.0,1
98164,98164,160.0,0,0.0,1
98166,98166,21010.0,4340,336.0,1
98168,98168,35340.0,5190,686.0,1
98177,98177,19740.0,4880,293.0,1
98178,98178,23750.0,3850,318.0,1
98188,98188,25100.0,3680,680.0,1
98198,98198,35210.0,5740,436.0,1
98199,98199,20130.0,4630,296.0,1
98204,98204,39650.0,5570,409.0,1
98208,98208,54570.0,11160,553.0,1
98275,98275,21510.0,5010,172.0,1
98296,98296,25560.0,6340,249.0,1
98310,98310,16780.0,3150,142.0,1
98311,98311,24110.0,5410,146.0,1
98312,98312,27260.0,5650,219.0,1
98332,98332,14960.0,4020,179.0,1
98337,98337,5410.0,860,67.0,1
98342,98342,1490.0,380,28.0,1
98346,98346,9140.0,2150,148.0,1
98359,98359,4700.0,1180,53.0,1
98366,98366,30860.0,6560,267.0,1
98367,98367,25000.0,6160,175.0,1
98370,98370,27960.0,6860,331.0,1
98383,98383,21320.0,4960,152.0,1
98392,98392,2730.0,540,50.0,1
98604,98604,35240.0,8110,342.0,1
98606,98606,9780.0,2400,88.0,1
98607,98607,30530.0,7240,249.0,1
98642,98642,17840.0,4430,207.0,1
98660,98660,9750.0,1630,153.0,1
98661,98661,40540.0,6470,555.0,1
98662,98662,31250.0,6170,444.0,1
98663,98663,12880.0,2320,226.0,1
98664,98664,21420.0,4010,331.0,1
98665,98665,25140.0,4890,307.0,1
98671,98671,21510.0,5060,195.0,1
98682,98682,57010.0,11080,703.0,1
98683,98683,30700.0,6470,358.0,1
98684,98684,27630.0,5390,371.0,1
98685,98685,27540.0,6490,298.0,1
98686,98686,17800.0,4120,215.0,1
